disease_id,disease_name
EFO_0022304,saturated fatty acids measurement 
EFO_0022305,saturated fatty acids to total fatty acids percentage 
EFO_0022306,total lipids in chylomicrons and extremely large VLDL measurement 
EFO_0022307,total lipids in HDL measurement 
EFO_0022308,total lipids in LDL measurement 
EFO_0022309,total lipids in lipoprotein particles measurement 
EFO_0022310,total lipids in medium HDL measurement 
EFO_0022311,total lipids in small HDL measurement 
EFO_0022312,total lipids in very large HDL measurement 
EFO_0022313,total lipids in very large VLDL measurement 
EFO_0022314,total lipids in VLDL measurement 
EFO_0022315,total phospholipids in lipoprotein particles measurement 
EFO_0022316,triglycerides in chylomicrons and extremely large VLDL measurement 
EFO_0022317,triglycerides in HDL measurement 
EFO_0022318,triglycerides in large HDL measurement 
EFO_0022319,triglycerides in large LDL measurement 
EFO_0022320,triglycerides in LDL measurement 
EFO_0022321,triglycerides in medium HDL measurement 
EFO_0022322,triglycerides in medium LDL measurement 
EFO_0022323,triglycerides in small LDL measurement 
EFO_0022324,triglycerides in very large HDL measurement 
EFO_0022325,triglycerides in very large VLDL measurement 
EFO_0022326,triglycerides in VLDL measurement 
EFO_0022327,triglycerides to phosphoglycerides ratio 
EFO_0022328,triglycerides to total lipids in chylomicrons and extremely large VLDL percentage 
EFO_0022329,triglycerides to total lipids in IDL percentage 
EFO_0022330,triglycerides to total lipids in large HDL percentage 
EFO_0022331,triglycerides to total lipids in large LDL percentage 
EFO_0022332,triglycerides to total lipids in large VLDL percentage 
EFO_0022333,triglycerides to total lipids in medium HDL percentage 
EFO_0022334,triglycerides to total lipids in medium LDL percentage 
EFO_0022335,triglycerides to total lipids in medium VLDL percentage 
EFO_0022336,triglycerides to total lipids in small HDL percentage 
EFO_0022337,triglycerides to total lipids in small LDL percentage 
EFO_0022338,triglycerides to total lipids in small VLDL percentage 
EFO_0022339,triglycerides to total lipids in very large HDL percentage 
EFO_0022340,triglycerides to total lipids in very large VLDL percentage 
EFO_0022341,triglycerides to total lipids in very small VLDL percentage 
EFO_0022597,aging
EFO_0022842,mosaic loss of chromosome X measurement
EFO_0022911,hereditary cancer
EFO_0022954,chronic thromboembolic pulmonary hypertension
EFO_0022959,hand eczema
EFO_0022976,inherited bone marrow failure syndrome
EFO_0600064,serum lipopolysaccharide activity
EFO_0700036,familial isolated dilated cardiomyopathy
EFO_0700119,anophthalmia-microphthalmia syndrome
EFO_0800015,1-methyl-4-imidazoleacetate measurement
EFO_0800030,glutarylcarnitine (C5-DC) measurement
EFO_0800035,indoleacetylglutamine measurement
EFO_0800055,argininate measurement
EFO_0800115,picolinate measurement
EFO_0800189,"1,2-dipalmitoyl-GPC (16:0/16:0) measurement"
EFO_0800248,1-arachidonoyl-GPE (20:4n6) measurement
EFO_0800258,glycolithocholate sulfate measurement
EFO_0800260,2-arachidonoyl-GPE (20:4) measurement
EFO_0800285,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2) measurement"
EFO_0800288,"5alpha-androstan-3alpha,17beta-diol monosulfate (1) measurement"
EFO_0800291,"5alpha-androstan-3beta,17beta-diol monosulfate (2) measurement"
EFO_0800293,"androstenediol (3alpha, 17alpha) monosulfate (3) measurement"
EFO_0800349,2-aminooctanoate measurement
EFO_0800353,1-eicosapentaenoyl-GPE (20:5) measurement
EFO_0800396,1-palmitoyl-2-stearoyl-GPC (16:0/18:0) measurement
EFO_0800402,1-stearoyl-2-linoleoyl-GPE (18:0/18:2) measurement
EFO_0800429,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0) measurement
EFO_0800434,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6) measurement
EFO_0800474,glycochenodeoxycholate glucuronide (1) measurement
EFO_0800494,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) measurement
EFO_0800518,lactosyl-N-behenoyl-sphingosine (d18:1/22:0) measurement
EFO_0800538,linolenoylcarnitine (C18:3) measurement
EFO_0800541,lignoceroylcarnitine (C24) measurement
EFO_0800543,ximenoylcarnitine (C26:1) measurement
EFO_0800569,glyco-beta-muricholate measurement
EFO_0800573,11beta-hydroxyandrosterone glucuronide measurement
EFO_0800616,eicosapentaenoate (EPA; 20:5n3) measurement
EFO_0800635,2'-O-methylcytidine measurement
EFO_0800672,fibrinopeptide A measurement
EFO_0800698,X-11880 measurement
EFO_0800777,X-17357 measurement
EFO_0800793,X-18899 measurement
EFO_0801032,glucuronide of piperine metabolite C17H21NO3 (4) measurement
EFO_0801037,sulfate of piperine metabolite C18H21NO3 (3) measurement
EFO_0801261,phosphatidylcholine diacyl C36:5 measurement
EFO_0801266,phosphatidylcholine diacyl C38:4 measurement
EFO_0801267,phosphatidylcholine diacyl C38:5 measurement
EFO_0801298,phosphatidylcholine acyl-alkyl C38:4 measurement
EFO_0801555,E3 ubiquitin-protein ligase RNF128 measurement
EFO_0802260,alanine aminotransferase 1 measurement
EFO_0802288,armadillo repeat-containing protein 5 measurement
EFO_0803539,basophil measurement
EFO_0803540,eosinophil measurement
EFO_0803548,neutrophil measurement
EFO_0920021,cholesteryl esters in VLDL measurement
EFO_0920022,cholesteryl esters in HDL measurement
EFO_0920023,cholesteryl esters in LDL measurement
EFO_0920030,concentration of very large VLDL particles measurement
EFO_0920031,concentration of very large HDL particles measurement
EFO_0920032,concentration of medium HDL particles measurement
EFO_0920033,concentration of small HDL particles measurement
EFO_1000044,pancreatic adenocarcinoma
EFO_1000045,pancreatic neuroendocrine tumor
EFO_1000052,sex cord-stromal tumor
EFO_1000071,Adenoid Cystic Breast Carcinoma
EFO_1000098,Atypical Endometrial Hyperplasia
EFO_1000139,Borderline Ovarian Serous Tumor
EFO_1000156,Central Nervous System Anaplastic Large Cell Lymphoma
EFO_1000157,Central Nervous System Lymphoma
EFO_1000172,cervical squamous cell carcinoma
EFO_1000209,Craniopharyngioma
EFO_1000218,Digestive System Carcinoma
EFO_1000233,Endometrial Endometrioid Adenocarcinoma
EFO_1000237,Endometrial Polyp
EFO_1000262,Gallbladder Adenocarcinoma
EFO_1000292,Hepatoblastoma
EFO_1000318,Langerhans Cell Histiocytosis
EFO_1000355,Malignant Mesothelioma
EFO_1000359,Malignant Pancreatic Neoplasm
EFO_1000363,Malignant Urinary System Neoplasm
EFO_1000388,Myelodysplastic/Myeloproliferative Neoplasm
EFO_1000391,Nasal Cavity Polyp
EFO_1000416,Ovarian Endometrioid Adenocarcinoma
EFO_1000453,Paraganglioma
EFO_1000478,Pituitary Gland Adenoma
EFO_1000485,Pleural Mesothelioma
EFO_1000489,Poorly Differentiated Thyroid Gland Carcinoma
EFO_1000500,Psammomatous Meningioma
EFO_1000566,Testicular Germ Cell Tumor
EFO_1000576,Thymic Carcinoma
EFO_1000581,Thymoma
EFO_1000595,Thyroid Gland Undifferentiated (Anaplastic) Carcinoma
EFO_1000601,Transitional Cell Carcinoma
EFO_1000616,Uveal Melanoma
EFO_1000627,thyroid disease
EFO_1000637,acute respiratory distress syndrome
EFO_1000653,sarcopenia
EFO_1000657,rectum cancer
EFO_1000684,dermatitis herpetiformis
EFO_1000695,erythematosquamous dermatosis
EFO_1000753,phototoxic dermatitis
EFO_1000764,seborrheic dermatitis
EFO_1000781,overactive bladder
EFO_1000783,diabetic neuropathy
EFO_1000785,Sezary's disease
EFO_1000786,"osteoarthritis, hip"
EFO_1000796,adrenal cortex carcinoma
EFO_1000826,atrophic gastritis
EFO_1000855,central core myopathy
EFO_1000860,cerebral atherosclerosis
EFO_1000899,diastolic heart failure
EFO_1000906,dry eye syndrome
EFO_1000956,hairy cell leukemia
EFO_1000984,inflammatory breast carcinoma
EFO_1000985,intermediate coronary syndrome
EFO_1000999,joint disease
EFO_1001050,multiple system atrophy
EFO_1001051,mycosis fungoides
EFO_1001055,myxedema
EFO_1001065,normal pressure hydrocephalus
EFO_1001069,ocular hypertension
EFO_1001100,peritoneal neoplasm
EFO_1001121,prediabetes syndrome
EFO_1001155,retinal drusen
EFO_1001176,sensorineural hearing loss
EFO_1001219,trigeminal neuralgia
EFO_1001223,ulcerative proctosigmoiditis
EFO_1001228,ureterolithiasis
EFO_1001231,uveitis
EFO_1001249,non-alcoholic steatohepatitis
EFO_1001264,"Anemia, Hemolytic, Autoimmune"
EFO_1001345,"Hepatitis, Alcoholic"
EFO_1001375,Myocardial Ischemia
EFO_1001413,Respiratory Syncytial Virus Infection
EFO_1001450,Wolff-Parkinson-White Syndrome
EFO_1001451,X-Linked Combined Immunodeficiency Diseases
EFO_1001469,Mantle cell lymphoma
EFO_1001471,Merkel cell skin cancer
EFO_1001484,pain agnosia
EFO_1001485,acromegaly
EFO_1001486,primary biliary cirrhosis
EFO_1001492,atrophic macular degeneration
EFO_1001494,psoriasis vulgaris
EFO_1001496,Autosomal dominant polycystic kidney disease
EFO_1001502,rasopathy
EFO_1001512,endometrial carcinoma
EFO_1001515,ovarian endometrioid carcinoma
EFO_1001754,Abruptio Placentae
EFO_1001857,Takayasu arteritis
EFO_1001875,amyloidosis
EFO_1001892,generalized anxiety disorder
EFO_1001938,B-cell non-Hodgkins lymphoma
EFO_1001949,colon adenocarcinoma
EFO_1001950,colon carcinoma
EFO_1001951,colorectal carcinoma
EFO_1001968,soft tissue sarcoma
EFO_1001972,undifferentiated pleomorphic sarcoma
EFO_1001977,3MC syndrome 2
EFO_1001986,connective tissue disease
EFO_1002008,atypical teratoid rhabdoid tumor
EFO_1002011,adult onset asthma
EFO_1002017,differentiated thyroid carcinoma
EFO_1002029,chronic rhinosinusitis with nasal polyps
EFO_1002030,chronic rhinosinusitis without nasal polyps
EFO_1002048,kidney failure
GO_0030431,sleep
GO_0050896,response to stimulus
HP_0000023,Inguinal hernia
HP_0000098,Tall stature
HP_0000131,Uterine leiomyoma
HP_0000132,Menorrhagia
HP_0000155,Oral ulcer
HP_0000365,Hearing impairment
HP_0000407,Sensorineural hearing impairment
HP_0000519,Developmental cataract
HP_0000540,Hypermetropia
HP_0000556,Retinal dystrophy
HP_0000729,Autistic behavior
HP_0000737,Irritability
HP_0000739,Anxiety
HP_0000855,Insulin resistance
HP_0000924,Abnormality of the skeletal system
HP_0000938,Osteopenia
HP_0000964,Eczematoid dermatitis
HP_0001249,Intellectual disability
HP_0001250,Seizure
HP_0001258,Spastic paraplegia
HP_0001260,Dysarthria
HP_0001263,Global developmental delay
HP_0001321,Cerebellar hypoplasia
HP_0001332,Dystonia
HP_0001394,Cirrhosis
HP_0001397,Hepatic steatosis
HP_0001399,Hepatic failure
HP_0001626,Abnormality of the cardiovascular system
HP_0001627,Abnormal heart morphology
HP_0001642,Pulmonic stenosis
HP_0001657,Prolonged QT interval
HP_0001742,Nasal congestion
HP_0001822,Hallux valgus
HP_0001873,Thrombocytopenia
HP_0001891,Iron deficiency anemia
HP_0001892,Abnormal bleeding
HP_0001907,Thromboembolism
HP_0001945,Fever
HP_0002011,Morphological central nervous system abnormality
HP_0002014,Diarrhea
HP_0002015,Dysphagia
HP_0002017,Nausea and vomiting
HP_0002019,Constipation
HP_0002066,Gait ataxia
HP_0002069,Bilateral tonic-clonic seizure
HP_0002093,Respiratory insufficiency
HP_0002140,Ischemic stroke
HP_0002315,Headache
HP_0002373,Febrile seizure (within the age range of 3 months to 6 years)
HP_0002411,Myokymia
HP_0002619,Varicose veins
HP_0002721,Immunodeficiency
HP_0002904,Hyperbilirubinemia
HP_0003011,Abnormality of the musculature
HP_0003040,Arthropathy
HP_0003124,Hypercholesterolemia
HP_0003326,Myalgia
HP_0003418,Back pain
HP_0003752,Episodic flaccid weakness
HP_0004322,Short stature
HP_0004936,Venous thrombosis
HP_0005528,Bone marrow hypocellularity
HP_0006536,Airway obstruction
HP_0007957,Corneal opacity
HP_0009717,Cortical tubers
HP_0011451,Primary microcephaly
HP_0011675,Arrhythmia
HP_0012234,Absence of circulating granulocytes
HP_0012393,Allergy
HP_0012531,Pain
HP_0012532,Chronic pain
HP_0012735,Cough
HP_0012758,Neurodevelopmental delay
HP_0030051,Tip-toe gait
HP_0030242,Portal vein thrombosis
HP_0030828,Wheezing
HP_0030833,Neck pain
HP_0030839,Knee pain
HP_0032263,Increased blood pressure
HP_0100014,Epiretinal membrane
HP_0100543,Cognitive impairment
HP_0100806,Sepsis
MONDO_0000030,familial sleep-related hypermotor epilepsy
MONDO_0000138,metaphyseal chondrodysplasia
MONDO_0000160,"epilepsy, familial adult myoclonic"
MONDO_0000334,multinodular goiter
MONDO_0000376,respiratory system cancer
MONDO_0000430,mature T-cell and NK-cell non-Hodgkin lymphoma
MONDO_0000447,autosomal dominant polycystic liver disease
MONDO_0000465,atrioventricular block
MONDO_0000594,pervasive developmental disorder
MONDO_0000648,nervous system benign neoplasm
MONDO_0000732,combined oxidative phosphorylation deficiency
MONDO_0000820,cerebral cavernous malformation
MONDO_0000831,thrombotic disease
MONDO_0001056,gastric cancer
MONDO_0001134,essential hypertension
MONDO_0001149,microcephaly
MONDO_0001187,urinary bladder cancer
MONDO_0001256,arteriovenous hemangioma/malformation
MONDO_0001280,choroiditis
MONDO_0001302,hypertensive heart disease
MONDO_0001382,hepatorenal syndrome
MONDO_0001384,myopia
MONDO_0001475,neutropenia
MONDO_0001572,leiomyoma
MONDO_0001627,dementia
MONDO_0001658,nontoxic goiter
MONDO_0001734,tuberous sclerosis
MONDO_0002009,major depressive disorder
MONDO_0002025,psychiatric disorder
MONDO_0002038,head and neck carcinoma
MONDO_0002050,depressive disorder
MONDO_0002083,Richter syndrome
MONDO_0002108,thyroid cancer
MONDO_0002120,neuroendocrine carcinoma
MONDO_0002146,hypogonadism
MONDO_0002177,hyperinsulinism
MONDO_0002244,factor VII deficiency
MONDO_0002258,pharyngitis
MONDO_0002280,anemia
MONDO_0002367,kidney cancer
MONDO_0002406,dermatitis
MONDO_0002425,rectosigmoid junction cancer
MONDO_0002462,glomerulonephritis
MONDO_0002465,bronchiolitis
MONDO_0002470,photosensitive trichothiodystrophy
MONDO_0002492,acute kidney injury
MONDO_0002529,skin squamous cell carcinoma
MONDO_0002561,lysosomal storage disease
MONDO_0002691,liver cancer
MONDO_0002898,skin cancer
MONDO_0002974,cervical cancer
MONDO_0003019,potassium deficiency disease
MONDO_0003060,biliary tract cancer
MONDO_0003193,bile duct adenocarcinoma
MONDO_0003219,gastroesophageal junction adenocarcinoma
MONDO_0003441,dystonic disorder
MONDO_0003448,benign spiradenoma
MONDO_0003582,hereditary breast ovarian cancer syndrome
MONDO_0003608,optic atrophy
MONDO_0003689,familial hemolytic anemia
MONDO_0003916,overnutrition
MONDO_0003937,spondylitis
MONDO_0004247,peptic ulcer disease
MONDO_0004331,bladder urachal adenocarcinoma
MONDO_0004567,ileus
MONDO_0004580,retinal degeneration
MONDO_0004600,monocytic leukemia
MONDO_0004634,vein disorder
MONDO_0004643,myeloid leukemia
MONDO_0004675,mitochondrial encephalomyopathy
MONDO_0004975,Alzheimer disease
MONDO_0004976,amyotrophic lateral sclerosis
MONDO_0004979,asthma
MONDO_0004985,bipolar disorder
MONDO_0004986,urinary bladder carcinoma
MONDO_0004992,cancer
MONDO_0005041,glaucoma
MONDO_0005090,schizophrenia
MONDO_0005129,cataract
MONDO_0005147,type 1 diabetes mellitus
MONDO_0005148,type 2 diabetes mellitus
MONDO_0005149,pulmonary hypertension
MONDO_0005178,osteoarthritis
MONDO_0005180,Parkinson disease
MONDO_0005184,pancreatic ductal adenocarcinoma
MONDO_0005271,allergic disease
MONDO_0005277,migraine disorder
MONDO_0005301,multiple sclerosis
MONDO_0005341,skin basal cell carcinoma
MONDO_0005374,bone marrow neoplasm
MONDO_0005405,childhood onset asthma
MONDO_0005575,colorectal cancer
MONDO_0005835,Lynch syndrome
MONDO_0007034,Adams-Oliver syndrome
MONDO_0007037,achondroplasia
MONDO_0007079,alcohol dependence
MONDO_0007119,isolated aniridia
MONDO_0007142,Townes-Brocks syndrome
MONDO_0007232,autosomal dominant brachyolmia
MONDO_0007254,breast cancer
MONDO_0007363,congenital contractural arachnodactyly
MONDO_0007378,posterior polymorphous corneal dystrophy 1
MONDO_0007389,spondylocostal dysostosis 5
MONDO_0007442,dentinogenesis imperfecta type 3
MONDO_0007568,"aortic aneurysm, familial thoracic 4"
MONDO_0007576,esophageal cancer
MONDO_0007686,gray platelet syndrome
MONDO_0007763,nonpapillary renal cell carcinoma
MONDO_0007804,Pallister-Hall syndrome
MONDO_0007844,hypogonadotropic hypogonadism 2 with or without anosmia
MONDO_0007883,"periodic fever, immunodeficiency, and thrombocytopenia syndrome"
MONDO_0007915,systemic lupus erythematosus
MONDO_0007947,Marfan syndrome
MONDO_0007983,Schmid metaphyseal chondrodysplasia
MONDO_0008002,mirror movements 1
MONDO_0008021,Cowden syndrome 1
MONDO_0008047,episodic ataxia type 1
MONDO_0008053,"myopia 2, autosomal dominant"
MONDO_0008056,myotonic dystrophy type 1
MONDO_0008170,ovarian cancer
MONDO_0008199,late-onset Parkinson disease
MONDO_0008233,pheochromocytoma
MONDO_0008300,Prader-Willi syndrome
MONDO_0008315,prostate cancer
MONDO_0008380,retinoblastoma
MONDO_0008388,ringed hair disease
MONDO_0008394,Silver-Russell syndrome
MONDO_0008434,Smith-Magenis syndrome
MONDO_0008437,hereditary spastic paraplegia 3A
MONDO_0008438,hereditary spastic paraplegia 4
MONDO_0008621,uncombable hair syndrome
MONDO_0008627,ureter cancer
MONDO_0008728,classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
MONDO_0008729,congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
MONDO_0008750,microcephaly-albinism-digital anomalies syndrome
MONDO_0008783,Tangier disease
MONDO_0008800,microphthalmia with limb anomalies
MONDO_0008853,Barber-Say syndrome
MONDO_0008891,riboflavin transporter deficiency
MONDO_0008903,lung cancer
MONDO_0008939,isolated cerebellar hypoplasia/agenesis
MONDO_0008947,bilateral striopallidodentate calcinosis
MONDO_0008953,peroxisome biogenesis disorder 1A (Zellweger)
MONDO_0008963,Chediak-Higashi syndrome
MONDO_0008965,CHARGE syndrome
MONDO_0008978,chordoma
MONDO_0009026,Costello syndrome
MONDO_0009044,Crigler-Najjar syndrome
MONDO_0009046,Fraser syndrome
MONDO_0009061,cystic fibrosis
MONDO_0009067,cystinuria
MONDO_0009076,autosomal recessive nonsyndromic hearing loss 1A
MONDO_0009214,Fanconi anemia complementation group D2
MONDO_0009226,fibrochondrogenesis 1
MONDO_0009299,46 XX gonadal dysgenesis
MONDO_0009354,methylcobalamin deficiency type cblE
MONDO_0009383,transient familial neonatal hyperbilirubinemia
MONDO_0009480,Joubert syndrome with oculorenal defect
MONDO_0009623,Nijmegen breakage syndrome
MONDO_0009685,Miyoshi myopathy
MONDO_0009703,myopathy with abnormal lipid metabolism
MONDO_0009717,Schwartz-Jampel syndrome
MONDO_0009723,Leigh syndrome
MONDO_0009742,neuroectodermal melanolysosomal disease
MONDO_0009824,primary hyperoxaluria type 2
MONDO_0009841,PEHO syndrome
MONDO_0009877,Laron syndrome
MONDO_0009979,reticular dystrophy of the retinal pigment epithelium
MONDO_0010056,"spinal muscular atrophy, type IV"
MONDO_0010132,familial thyroid dyshormonogenesis
MONDO_0010167,urocanic aciduria
MONDO_0010180,autosomal recessive spondylocostal dysostosis
MONDO_0010264,X-linked adrenal hypoplasia congenita
MONDO_0010338,X-linked distal spinal muscular atrophy type 3
MONDO_0010383,fragile X syndrome
MONDO_0010414,"myopathy, reducing body, X-linked, early-onset, severe"
MONDO_0010438,paroxysmal nocturnal hemoglobinuria 1
MONDO_0010465,Kabuki syndrome 2
MONDO_0010482,X-linked parkinsonism-spasticity syndrome
MONDO_0010526,Fabry disease
MONDO_0010535,Bazex-Dupre-Christol syndrome
MONDO_0010679,Duchenne muscular dystrophy
MONDO_0010698,optic atrophy 2
MONDO_0010726,Rett syndrome
MONDO_0010747,X-linked dystonia-parkinsonism
MONDO_0010787,Kearns-Sayre syndrome
MONDO_0010790,MERRF syndrome
MONDO_0010888,adenomyosis
MONDO_0010898,autosomal dominant epilepsy with auditory features
MONDO_0010952,hereditary hyperferritinemia with congenital cataracts
MONDO_0011051,"lethal short-limb skeletal dysplasia, Al Gazali type"
MONDO_0011060,early-onset non-syndromic cataract
MONDO_0011107,congenital hypotrichosis with juvenile macular dystrophy
MONDO_0011128,Sheldon-hall syndrome
MONDO_0011144,"ceroid lipofuscinosis, neuronal, 6A"
MONDO_0011151,exudative vitreoretinopathy 4
MONDO_0011198,"spondyloepimetaphyseal dysplasia, Missouri type"
MONDO_0011239,colobomatous macrophthalmia-microcornea syndrome
MONDO_0011273,H syndrome
MONDO_0011382,sickle cell disease
MONDO_0011484,catecholaminergic polymorphic ventricular tachycardia 1
MONDO_0011489,hereditary spastic paraplegia 12
MONDO_0011539,nemaline myopathy 5
MONDO_0011719,gastrointestinal stromal tumor
MONDO_0011789,familial meningioma
MONDO_0011835,"sensory ataxic neuropathy, dysarthria, and ophthalmoparesis"
MONDO_0011870,annular epidermolytic ichthyosis
MONDO_0011872,Griscelli syndrome type 2
MONDO_0012019,"spondyloepiphyseal dysplasia, Kimberley type"
MONDO_0012033,bradyopsia
MONDO_0012197,idiopathic aplastic anemia
MONDO_0012297,"spastic paraplegia, optic atropy, and neuropathy"
MONDO_0012648,isobutyryl-CoA dehydrogenase deficiency
MONDO_0012730,"aortic aneurysm, familial thoracic 6"
MONDO_0012775,thrombocytopenia 4
MONDO_0012825,extraskeletal myxoid chondrosarcoma
MONDO_0012871,Jervell and Lange-Nielsen syndrome 2
MONDO_0013062,long QT syndrome 12
MONDO_0013159,"muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B1"
MONDO_0013168,dilated cardiomyopathy 1DD
MONDO_0013171,purine nucleoside phosphorylase deficiency
MONDO_0013316,occult macular dystrophy
MONDO_0013375,"Klippel-Feil syndrome 3, autosomal dominant"
MONDO_0013523,Nestor-Guillermo progeria syndrome
MONDO_0013545,"atrial fibrillation, familial, 12"
MONDO_0013563,multiple congenital anomalies-hypotonia-seizures syndrome 1
MONDO_0013578,DYRK1A-related intellectual disability syndrome
MONDO_0013648,familial progressive hyperpigmentation
MONDO_0013714,mannose-binding lectin deficiency
MONDO_0013730,graft versus host disease
MONDO_0013750,atrial septal defect 8
MONDO_0013859,cataract 38
MONDO_0013892,C3 glomerulonephritis
MONDO_0013900,alternating hemiplegia of childhood 2
MONDO_0013931,peroxisome biogenesis disorder 4B
MONDO_0014119,intellectual disability-strabismus syndrome
MONDO_0014252,familial hypobetalipoproteinemia 1
MONDO_0014336,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency
MONDO_0014375,congenital diarrhea 7 with exudative enteropathy
MONDO_0014381,"cholestasis, progressive familial intrahepatic, 4"
MONDO_0014405,STING-associated vasculopathy with onset in infancy
MONDO_0014441,Bardet-Biedl syndrome 13
MONDO_0014451,focal segmental glomerulosclerosis 7
MONDO_0014454,Hennekam lymphangiectasia-lymphedema syndrome 2
MONDO_0014504,Perrault syndrome 5
MONDO_0014518,platelet-type bleeding disorder 19
MONDO_0014527,progeroid features-hepatocellular carcinoma predisposition syndrome
MONDO_0014552,lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome
MONDO_0014628,"basal ganglia calcification, idiopathic, 6"
MONDO_0014704,skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome
MONDO_0014782,autosomal recessive limb-girdle muscular dystrophy type 2X
MONDO_0014817,"nephrotic syndrome, type 12"
MONDO_0014944,short stature-brachydactyly-obesity-global developmental delay syndrome
MONDO_0015131,combined immunodeficiency
MONDO_0015150,complex hereditary spastic paraplegia
MONDO_0015152,autosomal recessive limb-girdle muscular dystrophy
MONDO_0015168,arthrogryposis multiplex congenita
MONDO_0015193,hydrops fetalis
MONDO_0015229,Bardet-Biedl syndrome
MONDO_0015253,Diamond-Blackfan anemia
MONDO_0015263,Brugada syndrome
MONDO_0015277,medullary thyroid gland carcinoma
MONDO_0015278,familial pancreatic carcinoma
MONDO_0015356,hereditary neoplastic syndrome
MONDO_0015369,Joubert syndrome and related disorders
MONDO_0015452,Coffin-Siris syndrome
MONDO_0015459,nasopharyngeal carcinoma
MONDO_0015461,short rib-polydactyly syndrome
MONDO_0015469,craniosynostosis
MONDO_0015486,keratoconus
MONDO_0015517,common variable immunodeficiency
MONDO_0015626,Charcot-Marie-Tooth disease
MONDO_0015667,acute myeloid leukemia by FAB classification
MONDO_0015780,dyskeratosis congenita
MONDO_0015884,autosomal dominant hypohidrotic ectodermal dysplasia
MONDO_0015909,aplastic anemia
MONDO_0015993,cone-rod dystrophy
MONDO_0015998,isolated ectopia lentis
MONDO_0016002,"Ehlers-Danlos syndrome, kyphoscoliotic type 1"
MONDO_0016107,myotonic dystrophy
MONDO_0016168,cryopyrin-associated periodic syndrome
MONDO_0016296,holoprosencephaly
MONDO_0016333,familial dilated cardiomyopathy
MONDO_0016383,nephrogenic diabetes insipidus
MONDO_0016419,hereditary breast carcinoma
MONDO_0016532,Lennox-Gastaut syndrome
MONDO_0016575,primary ciliary dyskinesia
MONDO_0016586,systemic mastocytosis
MONDO_0016587,arrhythmogenic right ventricular cardiomyopathy
MONDO_0016596,hyperphosphatasia-intellectual disability syndrome
MONDO_0016660,autosomal recessive primary microcephaly
MONDO_0016683,gliomatosis cerebri
MONDO_0016691,pilocytic astrocytoma
MONDO_0016700,anaplastic ependymoma
MONDO_0017091,bilateral polymicrogyria
MONDO_0017219,microform holoprosencephaly
MONDO_0017267,self-healing collodion baby
MONDO_0017276,frontotemporal dementia
MONDO_0017287,immunoglobulin G4-related sclerosing disease
MONDO_0017304,ocular albinism
MONDO_0017324,autosomal recessive hypophosphatemic rickets
MONDO_0017596,diffuse large B-cell lymphoma of the central nervous system
MONDO_0017609,renal tubular dysgenesis
MONDO_0017778,lamellar ichthyosis
MONDO_0017853,hypersensitivity pneumonitis
MONDO_0017910,dehydrated hereditary stomatocytosis
MONDO_0017985,congenital radioulnar synostosis
MONDO_0018072,persistent truncus arteriosus
MONDO_0018075,neural tube defect
MONDO_0018076,tuberculosis
MONDO_0018088,familial Mediterranean fever
MONDO_0018097,infantile spasms
MONDO_0018101,familial primary hypomagnesemia with normocalciuria and normocalcemia
MONDO_0018177,glioblastoma
MONDO_0018240,TRPV4-related bone disorder
MONDO_0018315,X-linked osteoporosis with fractures
MONDO_0018422,autosomal recessive spastic paraplegia type 70
MONDO_0018479,congenital adrenal hyperplasia
MONDO_0018542,severe congenital neutropenia
MONDO_0018555,hypogonadotropic hypogonadism
MONDO_0018604,familial colorectal cancer type X
MONDO_0018614,undetermined early-onset epileptic encephalopathy
MONDO_0018660,hemophilia
MONDO_0018770,Jeune syndrome
MONDO_0018772,Joubert syndrome
MONDO_0018869,cobblestone lissencephaly
MONDO_0018875,Li-Fraumeni syndrome
MONDO_0018899,posterior cortical atrophy
MONDO_0018901,left ventricular noncompaction
MONDO_0018906,follicular lymphoma
MONDO_0018921,Meckel syndrome
MONDO_0018997,Noonan syndrome
MONDO_0018998,Leber congenital amaurosis
MONDO_0019005,nephronophthisis
MONDO_0019006,familial idiopathic steroid-resistant nephrotic syndrome
MONDO_0019019,osteogenesis imperfecta
MONDO_0019046,leukodystrophy
MONDO_0019064,hereditary spastic paraplegia
MONDO_0019072,intrahepatic cholestasis
MONDO_0019115,obesity due to melanocortin 4 receptor deficiency
MONDO_0019192,AKT2-related familial partial lipodystrophy
MONDO_0019200,retinitis pigmentosa
MONDO_0019202,myxofibrosarcoma
MONDO_0019269,ichthyosis
MONDO_0019278,hair anomaly
MONDO_0019280,hypertrichosis
MONDO_0019306,congenital non-bullous ichthyosiform erythroderma
MONDO_0019312,Hermansky-Pudlak syndrome
MONDO_0019342,Seckel syndrome
MONDO_0019412,dysspondyloenchondromatosis
MONDO_0019438,AL amyloidosis
